customer,quarter,purchase,order_quantity,crossbuy,ret_expense,ret_expense_sq
207,7,0,0,0,0,0
207,8,0,0,0,0,0
207,9,0,0,0,33.31,1109.56
207,10,0,0,0,28.84,831.75
207,11,0,0,0,43.54,1895.73
207,12,0,0,0,16.74,280.23
208,1,1,165.47,1,0,0
208,2,1,220.77,1,0,0
208,3,1,221.28,1,0,0
208,4,1,173.82,1,0,0
208,5,1,268.05,1,0,0
208,6,1,296.1,2,9.19,84.46
208,7,1,370.12,3,46.16,2130.75
208,8,1,453.02,2,0,0
208,9,1,301.61,5,0,0
208,10,0,0,0,0,0
208,11,0,0,0,45.51,2071.16
208,12,0,0,0,0,0
209,1,1,229.07,2,48.8,2381.44
209,2,1,209.35,3,34.78,1209.65
209,3,1,182.49,1,0,0
209,4,1,198.13,4,0,0
209,5,1,215.46,1,0,0
209,6,1,304.46,2,0,0
209,7,1,343.49,4,0,0
209,8,1,249.37,1,0,0
209,9,1,367.87,2,0,0
209,10,1,313.48,2,23.66,559.8
209,11,1,363.53,2,42.05,1768.2
209,12,1,244.02,3,0,0
210,1,1,245.59,1,0,0
210,2,1,270.72,1,0,0
210,3,1,285.55,1,0,0
210,4,1,435.53,5,0,0
210,5,0,0,0,0,0
210,6,0,0,0,6.21,38.56
210,7,0,0,0,0,0
210,8,0,0,0,0,0
210,9,1,103.06,1,27.23,741.47
210,10,0,0,0,0,0
210,11,0,0,0,0,0
210,12,0,0,0,6.05,36.6
211,1,1,232.09,1,37.19,1383.1
211,2,1,210.47,1,0,0
211,3,0,0,0,0,0
211,4,0,0,0,15.29,233.78
211,5,0,0,0,14.66,214.92
211,6,0,0,0,22.41,502.21
211,7,0,0,0,0,0
211,8,0,0,0,43.27,1872.29
211,9,0,0,0,0,0
211,10,0,0,0,29.01,841.58
211,11,0,0,0,12.38,153.26
211,12,0,0,0,0,0
212,1,1,273.45,2,0,0
212,2,1,400.01,4,0,0
212,3,1,487.22,4,0,0
212,4,1,287.58,2,0,0
212,5,1,288.32,2,18.94,358.72
212,6,1,473.75,2,0,0
212,7,1,575.99,3,0,0
212,8,1,681.18,3,44.57,1986.48
212,9,1,345.69,3,0,0
212,10,1,303.94,5,0,0
212,11,1,445.48,2,0,0
212,12,1,548.52,2,33.09,1094.95
213,1,1,280.97,2,0,0
213,2,1,241.16,3,18.1,327.61
213,3,1,169.25,1,7.33,53.73
213,4,1,226.05,3,34.07,1160.76
213,5,1,307.24,5,0,0
213,6,1,255.95,2,18.51,342.62
213,7,1,242.71,2,22.97,527.62
213,8,1,355.96,2,38.8,1505.44
213,9,1,266.8,2,0,0
213,10,0,0,0,38.05,1447.8
213,11,0,0,0,0,0
213,12,0,0,0,11.83,139.95
214,1,1,248.34,4,13.86,192.1
214,2,1,381.94,2,0,0
214,3,1,474.11,2,51.1,2611.21
214,4,1,290.28,4,26.94,725.76
214,5,1,275.62,2,22.59,510.31
214,6,1,265.67,4,0,0
214,7,0,0,0,0,0
214,8,0,0,0,0,0
214,9,0,0,0,0,0
214,10,0,0,0,0,0
214,11,0,0,0,0,0
214,12,0,0,0,0,0
215,1,1,210.14,1,0,0
215,2,1,172.75,1,0,0
215,3,1,212.54,1,0,0
215,4,1,306.62,1,12.81,164.1
215,5,1,227.68,1,0,0
215,6,0,0,0,45.29,2051.18
215,7,0,0,0,36.77,1352.03
215,8,0,0,0,0,0
215,9,0,0,0,10.42,108.58
215,10,0,0,0,0,0
215,11,0,0,0,0,0
215,12,0,0,0,50.03,2503
216,1,1,140.64,1,58.6,3433.96
216,2,1,186.11,1,37.3,1391.29
216,3,1,211.56,1,46.19,2133.52
216,4,1,197.12,1,13.6,184.96
216,5,0,0,0,0,0
216,6,0,0,0,0,0
216,7,0,0,0,0,0
216,8,0,0,0,0,0
216,9,0,0,0,17.59,309.41
216,10,0,0,0,34.01,1156.68
216,11,0,0,0,49.18,2418.67
216,12,0,0,0,43.44,1887.03
217,1,1,202.47,1,46.32,2145.54
217,2,1,274.46,1,0,0
217,3,1,204.18,1,0,0
217,4,1,322.31,2,0,0
217,5,1,286.47,1,0,0
217,6,1,381.01,2,0,0
217,7,1,325.67,2,0,0
217,8,1,250.78,1,11.87,140.9
217,9,1,200.28,3,0,0
217,10,0,0,0,45.34,2055.72
217,11,0,0,0,0,0
217,12,0,0,0,40.66,1653.24
218,1,1,167.75,1,44.66,1994.52
218,2,0,0,0,0,0
218,3,0,0,0,0,0
218,4,0,0,0,0,0
218,5,0,0,0,0,0
218,6,0,0,0,42.34,1792.68
218,7,0,0,0,0,0
218,8,1,115.73,1,12.59,158.51
218,9,1,204.7,1,14.92,222.61
218,10,1,244.7,1,19.11,365.19
218,11,0,0,0,5.73,32.83
218,12,0,0,0,32.82,1077.15
219,1,1,71.17,1,0,0
219,2,0,0,0,0,0
219,3,0,0,0,0,0
219,4,1,123.95,1,0,0
219,5,0,0,0,0,0
219,6,0,0,0,0,0
219,7,1,103.65,1,36.83,1356.45
219,8,1,157.63,1,11.16,124.55
219,9,1,154.47,1,0,0
219,10,1,138.69,1,0,0
219,11,0,0,0,0,0
219,12,0,0,0,0,0
220,1,1,222.36,2,0,0
220,2,1,172.41,1,35.81,1282.36
220,3,0,0,0,0,0
220,4,0,0,0,0,0
220,5,0,0,0,0,0
220,6,0,0,0,0,0
220,7,0,0,0,27.2,739.84
220,8,0,0,0,0,0
220,9,0,0,0,0,0
220,10,0,0,0,0,0
220,11,0,0,0,10.8,116.64
220,12,0,0,0,0,0
221,1,1,199.45,1,13.25,175.56
221,2,1,311.79,5,25.87,669.26
221,3,1,199.34,1,21.92,480.49
221,4,1,183.89,1,0,0
221,5,1,148.69,1,50.71,2571.5
221,6,1,219.86,1,0,0
221,7,1,196.06,2,0,0
221,8,0,0,0,0,0
221,9,0,0,0,28.81,830.02
221,10,0,0,0,0,0
221,11,0,0,0,51.51,2653.28
221,12,0,0,0,0,0
222,1,1,130.2,1,0,0
222,2,0,0,0,54.15,2932.22
222,3,0,0,0,57.64,3322.37
222,4,0,0,0,0,0
222,5,0,0,0,0,0
222,6,0,0,0,0,0
222,7,0,0,0,0,0
222,8,1,148.93,1,19.72,388.88
222,9,1,181.21,1,0,0
222,10,1,243.5,1,0,0
222,11,1,255.34,1,0,0
222,12,1,275.25,1,0,0
223,1,1,154.08,1,0,0
223,2,0,0,0,0,0
223,3,0,0,0,19.9,396.01
223,4,0,0,0,0,0
223,5,0,0,0,29.87,892.22
223,6,0,0,0,0,0
223,7,0,0,0,0,0
223,8,0,0,0,0,0
223,9,0,0,0,0,0
223,10,0,0,0,0,0
223,11,0,0,0,0,0
223,12,1,115.77,1,0,0
224,1,1,269.58,3,0,0
224,2,1,218.6,2,0,0
224,3,1,292.47,3,48.78,2379.49
224,4,1,308.53,4,0,0
224,5,1,436.76,2,0,0
224,6,1,347.7,5,0,0
224,7,1,452.37,4,0,0
224,8,1,240.77,2,0,0
224,9,1,263.64,2,0,0
224,10,1,150.82,1,50.48,2548.23
224,11,1,266.37,2,0,0
224,12,1,393.42,2,0,0
225,1,1,165.47,2,0,0
225,2,1,248.99,2,0,0
225,3,1,261.03,4,0,0
225,4,1,212.71,1,23.09,533.15
225,5,1,232.72,2,28.61,818.53
225,6,0,0,0,30.87,952.96
225,7,0,0,0,0,0
225,8,0,0,0,0,0
225,9,0,0,0,0,0
225,10,0,0,0,50.22,2522.05
225,11,0,0,0,0,0
225,12,0,0,0,0,0
226,1,1,215.63,1,26.23,688.01
226,2,1,194.42,1,32.44,1052.35
226,3,1,300.48,3,0,0
226,4,1,229.71,1,0,0
226,5,1,229.15,1,12.71,161.54
226,6,1,360.36,2,0,0
226,7,1,299.3,1,0,0
226,8,1,217.19,3,0,0
226,9,1,265.63,2,0,0
226,10,1,454.51,4,16.77,281.23
226,11,1,341.86,4,0,0
226,12,1,484.59,2,23.22,539.17
227,1,1,276.95,3,0,0
227,2,1,298.62,4,0,0
227,3,0,0,0,55.62,3093.58
227,4,1,117.13,1,0,0
227,5,1,246.84,1,9.95,99
227,6,1,241.78,2,35.46,1257.41
227,7,1,177.1,1,0,0
227,8,1,342.27,2,22.33,498.63
227,9,1,311.2,2,51.54,2656.37
227,10,1,437.72,2,0,0
227,11,1,298.23,4,0,0
227,12,1,235.49,2,44.29,1961.6
228,1,1,144.23,1,39.98,1598.4
228,2,1,225.91,1,0,0
228,3,0,0,0,0,0
228,4,0,0,0,0,0
228,5,0,0,0,41.54,1725.57
228,6,0,0,0,0,0
228,7,0,0,0,0,0
228,8,0,0,0,0,0
228,9,0,0,0,0,0
228,10,0,0,0,48.6,2361.96
228,11,0,0,0,0,0
228,12,0,0,0,0,0
229,1,1,58.87,1,50.74,2574.55
229,2,0,0,0,24.86,618.02
229,3,0,0,0,41.53,1724.74
229,4,0,0,0,0,0
229,5,0,0,0,0,0
229,6,0,0,0,0,0
229,7,0,0,0,0,0
229,8,0,0,0,51.79,2682.2
229,9,0,0,0,0,0
229,10,0,0,0,0,0
229,11,0,0,0,0,0
229,12,0,0,0,15.25,232.56
230,1,1,159.14,1,0,0
230,2,0,0,0,0,0
230,3,0,0,0,20.75,430.56
230,4,0,0,0,0,0
230,5,0,0,0,0,0
230,6,0,0,0,0,0
230,7,0,0,0,37.3,1391.29
230,8,0,0,0,38.41,1475.33
230,9,0,0,0,0,0
230,10,1,79.93,1,46.6,2171.56
230,11,1,140.04,1,0,0
230,12,1,149.51,1,0,0
231,1,1,207.37,1,0,0
231,2,1,358.06,2,33.4,1115.56
231,3,1,415.77,2,0,0
231,4,1,306.45,4,37.62,1415.26
231,5,1,300.5,2,27.86,776.18
231,6,1,309.77,4,39.29,1543.7
231,7,1,231.35,1,0,0
231,8,1,352.47,2,0,0
231,9,1,288.83,3,22.3,497.29
231,10,0,0,0,0,0
231,11,0,0,0,0,0
231,12,0,0,0,8.5,72.25
232,1,1,120.23,1,36.48,1330.79
232,2,1,135.19,1,0,0
232,3,1,145.6,1,37.15,1380.12
232,4,1,157.06,1,37.49,1405.5
232,5,1,205.28,1,0,0
232,6,0,0,0,0,0
232,7,0,0,0,0,0
232,8,0,0,0,42.61,1815.61
232,9,0,0,0,26.27,690.11
232,10,0,0,0,48.27,2329.99
232,11,0,0,0,0,0
232,12,0,0,0,38.86,1510.1
233,1,1,164.95,1,0,0
233,2,1,286.45,2,0,0
233,3,1,248.81,2,33,1089
233,4,0,0,0,0,0
233,5,0,0,0,0,0
233,6,0,0,0,0,0
233,7,0,0,0,46.34,2147.4
233,8,0,0,0,0,0
233,9,0,0,0,51.95,2698.8
233,10,0,0,0,0,0
233,11,0,0,0,0,0
233,12,1,108.12,1,12.61,159.01
234,1,1,68.58,1,18.23,332.33
234,2,0,0,0,45,2025
234,3,0,0,0,0,0
234,4,0,0,0,0,0
234,5,0,0,0,0,0
234,6,0,0,0,0,0
234,7,0,0,0,0,0
234,8,0,0,0,0,0
234,9,0,0,0,30.78,947.41
234,10,1,142.93,1,23.29,542.42
234,11,1,265.81,2,37.83,1431.11
234,12,1,237.42,1,0,0
235,1,1,57.74,1,0,0
235,2,0,0,0,0,0
235,3,1,106.51,1,3.53,12.46
235,4,0,0,0,43.31,1875.76
235,5,0,0,0,0,0
235,6,0,0,0,0,0
235,7,0,0,0,0,0
235,8,0,0,0,0,0
235,9,0,0,0,0,0
235,10,0,0,0,0,0
235,11,0,0,0,0,0
235,12,1,88.82,1,5.79,33.52
236,1,1,111.37,1,0,0
236,2,0,0,0,0,0
236,3,0,0,0,27,729
236,4,0,0,0,0,0
236,5,0,0,0,17.61,310.11
236,6,1,96.14,1,28.23,796.93
236,7,0,0,0,0,0
236,8,0,0,0,18.95,359.1
236,9,0,0,0,46.69,2179.96
236,10,0,0,0,0,0
236,11,0,0,0,0,0
236,12,0,0,0,0,0
237,1,1,197.6,1,0,0
237,2,1,187.61,1,0,0
237,3,1,177.46,1,0,0
237,4,1,238.83,1,34.74,1206.87
237,5,1,319.73,1,49.11,2411.79
237,6,1,256.98,1,31.87,1015.7
237,7,1,211.94,1,0,0
237,8,1,275.31,1,15.79,249.32
237,9,1,180.13,1,0,0
237,10,0,0,0,0,0
237,11,0,0,0,52.4,2745.76
237,12,0,0,0,0,0
238,1,1,351.07,2,12.67,160.53
238,2,1,420.76,3,49.77,2477.05
238,3,1,268.32,2,0,0
238,4,1,201.91,1,33.4,1115.56
238,5,1,284.6,1,7.57,57.3
238,6,1,295.65,2,0,0
238,7,1,228.93,2,36.86,1358.66
238,8,1,223.12,2,0,0
238,9,1,213.28,1,0,0
238,10,1,315.91,2,34.61,1197.85
238,11,1,272.51,4,0,0
238,12,1,201.25,1,0,0
239,1,1,209.33,1,21.76,473.5
239,2,1,200.54,1,38.02,1445.52
239,3,1,196.15,3,0,0
239,4,0,0,0,37.8,1428.84
239,5,0,0,0,0,0
239,6,0,0,0,0,0
239,7,0,0,0,44.23,1956.29
239,8,0,0,0,0,0
239,9,0,0,0,44.91,2016.91
239,10,0,0,0,23.96,574.08
239,11,0,0,0,0,0
239,12,0,0,0,14.45,208.8
240,1,1,136.63,4,0,0
240,2,1,252.12,4,0,0
240,3,1,270.24,2,0,0
240,4,1,253.73,3,30.87,952.96
240,5,1,260.08,3,30.94,957.28
240,6,1,340.03,4,4.23,17.89
240,7,1,182.96,2,0,0
240,8,0,0,0,0,0
240,9,0,0,0,45.87,2104.06
240,10,0,0,0,19.32,373.26
240,11,0,0,0,27.1,734.41
240,12,0,0,0,0,0
241,1,1,248.84,2,0,0
241,2,1,223.57,2,30.54,932.69
241,3,0,0,0,0,0
241,4,0,0,0,28.15,792.42
241,5,0,0,0,0,0
241,6,0,0,0,0,0
241,7,0,0,0,0,0
241,8,0,0,0,0,0
241,9,0,0,0,0,0
241,10,0,0,0,35.51,1260.96
241,11,0,0,0,0,0
241,12,0,0,0,0,0
242,1,1,68.1,1,18.73,350.81
242,2,0,0,0,0,0
242,3,0,0,0,0,0
242,4,0,0,0,0,0
242,5,0,0,0,35.33,1248.21
242,6,0,0,0,0,0
242,7,0,0,0,15.3,234.09
242,8,0,0,0,0,0
242,9,0,0,0,0,0
242,10,0,0,0,0,0
242,11,0,0,0,0,0
242,12,0,0,0,45.57,2076.62
243,1,1,183.63,1,10.91,119.03
243,2,0,0,0,0,0
243,3,0,0,0,0,0
243,4,0,0,0,0,0
243,5,0,0,0,0,0
243,6,0,0,0,0,0
243,7,0,0,0,31.68,1003.62
243,8,0,0,0,17.86,318.98
243,9,0,0,0,0,0
243,10,0,0,0,28.01,784.56
243,11,0,0,0,0,0
243,12,0,0,0,0,0
244,1,1,254.67,2,0,0
244,2,1,392.65,2,27.44,752.95
244,3,1,289.32,3,12.43,154.5
244,4,1,176.27,1,0,0
244,5,1,284.42,1,36,1296
244,6,1,195.28,1,8.45,71.4
244,7,1,188.99,2,0,0
244,8,1,280.36,3,17.36,301.37
244,9,1,273.63,2,6.41,41.09
244,10,1,226.76,2,39.16,1533.51
244,11,1,239.38,1,17.69,312.94
244,12,1,288.97,2,0,0
245,1,1,212.59,2,0,0
245,2,1,127.42,1,30.08,904.81
245,3,1,220.17,3,0,0
245,4,1,250.06,1,23.4,547.56
245,5,1,322.79,2,0,0
245,6,1,258.79,4,0,0
245,7,0,0,0,53.47,2859.04
245,8,0,0,0,48.6,2361.96
245,9,0,0,0,0,0
245,10,0,0,0,0,0
245,11,0,0,0,60.33,3639.71
245,12,0,0,0,0,0
246,1,1,185.32,1,0,0
246,2,0,0,0,0,0
246,3,0,0,0,0,0
246,4,0,0,0,0,0
246,5,0,0,0,46.7,2180.89
246,6,0,0,0,0,0
246,7,0,0,0,7.22,52.13
246,8,0,0,0,0,0
246,9,0,0,0,0,0
246,10,0,0,0,0,0
246,11,0,0,0,33.66,1133
246,12,0,0,0,0,0
247,1,1,86.03,1,0,0
247,2,1,123.65,1,0,0
247,3,1,216.93,2,24.77,613.55
247,4,0,0,0,0,0
247,5,0,0,0,0,0
247,6,0,0,0,38.42,1476.1
247,7,0,0,0,0,0
247,8,0,0,0,0,0
247,9,0,0,0,26.93,725.22
247,10,0,0,0,54.67,2988.81
247,11,0,0,0,53.09,2818.55
247,12,0,0,0,25.02,626
248,1,1,209.46,1,0,0
248,2,1,234.65,2,9.58,91.78
248,3,1,222.29,4,8.95,80.1
248,4,1,229.53,5,28.02,785.12
248,5,0,0,0,0,0
248,6,0,0,0,44.6,1989.16
248,7,0,0,0,17.08,291.73
248,8,0,0,0,0,0
248,9,0,0,0,31.86,1015.06
248,10,0,0,0,31.52,993.51
248,11,0,0,0,0,0
248,12,0,0,0,15.62,243.98
249,1,1,211.47,1,18.59,345.59
249,2,1,326.82,2,0,0
249,3,1,238.51,1,24.41,595.85
249,4,1,204.3,1,0,0
249,5,1,213.81,1,0,0
249,6,1,207.99,1,0,0
249,7,1,129.38,1,0,0
249,8,1,141.43,1,0,0
249,9,1,169.73,1,45.07,2031.3
249,10,0,0,0,39.22,1538.21
249,11,0,0,0,23.13,535
249,12,0,0,0,0,0
250,1,1,345.69,4,0,0
250,2,1,259.45,4,14.55,211.7
250,3,1,247.43,1,0,0
250,4,1,209.64,1,45.94,2110.48
250,5,1,119.15,1,47.28,2235.4
250,6,1,155.51,1,0,0
250,7,1,179.06,1,51.16,2617.35
250,8,1,169.85,1,9.06,82.08
250,9,1,226.17,1,0,0
250,10,1,214.97,1,0,0
250,11,1,152.95,1,15.08,227.41
250,12,1,164.98,1,20.84,434.31
251,1,1,192.67,1,40.38,1630.54
251,2,0,0,0,10.52,110.67
251,3,0,0,0,0,0
251,4,0,0,0,0,0
251,5,1,151.36,1,21.67,469.59
251,6,1,202.1,2,0,0
251,7,1,117.33,1,9.37,87.8
251,8,1,206.16,2,27.35,748.02
251,9,1,288.69,2,0,0
251,10,1,343.67,2,0,0
251,11,1,288.91,2,47.02,2210.88
251,12,1,224.88,1,0,0
252,1,1,214.23,1,39.38,1550.78
252,2,1,323.32,1,0,0
252,3,1,227.85,1,52.06,2710.24
252,4,1,184.62,1,0,0
252,5,1,198.08,1,15.81,249.96
252,6,1,217.85,1,32.39,1049.11
252,7,1,260.48,1,52.13,2717.54
252,8,1,165.59,1,0,0
252,9,1,176.81,1,0,0
252,10,0,0,0,0,0
252,11,0,0,0,51.64,2666.69
252,12,0,0,0,0,0
253,1,1,182.2,1,45.13,2036.72
253,2,0,0,0,0,0
253,3,0,0,0,8.58,73.62
253,4,0,0,0,0,0
253,5,0,0,0,18.3,334.89
253,6,0,0,0,0,0
253,7,0,0,0,0,0
253,8,0,0,0,0,0
253,9,0,0,0,0,0
253,10,0,0,0,27.49,755.7
253,11,0,0,0,48.91,2392.19
253,12,0,0,0,9.85,97.02
254,1,1,343.71,2,0,0
254,2,1,330.76,5,30.79,948.02
254,3,1,229.81,1,0,0
254,4,1,228.1,2,45,2025
254,5,1,301.02,2,0,0
254,6,1,292.79,4,0,0
254,7,1,307.92,2,0,0
254,8,1,286.5,3,14.82,219.63
254,9,1,204.91,5,0,0
254,10,1,339.06,2,0,0
254,11,1,297.37,4,0,0
254,12,1,292.46,2,0,0
255,1,1,140.23,1,37.2,1383.84
255,2,1,217.35,2,12.45,155
255,3,1,217.65,2,0,0
255,4,1,197.52,2,0,0
255,5,1,237.57,2,21.2,449.44
255,6,1,329.64,2,0,0
255,7,1,282.24,5,0,0
255,8,1,242.97,3,0,0
255,9,0,0,0,0,0
255,10,0,0,0,0,0
255,11,0,0,0,0,0
255,12,0,0,0,0,0
256,1,1,83.14,1,0,0
256,2,0,0,0,0,0
256,3,0,0,0,0,0
256,4,0,0,0,22.36,499.97
256,5,0,0,0,0,0
256,6,0,0,0,0,0
256,7,0,0,0,0,0
256,8,0,0,0,42.39,1796.91
256,9,0,0,0,9.01,81.18
256,10,0,0,0,31.5,992.25
256,11,0,0,0,0,0
256,12,1,157.52,1,10.93,119.46
257,1,1,231.87,2,28.6,817.96
257,2,1,217.27,4,0,0
257,3,1,218.28,2,0,0
257,4,1,385.79,2,41.68,1737.22
257,5,1,299.81,2,0,0
257,6,0,0,0,0,0
257,7,0,0,0,43.62,1902.7
257,8,0,0,0,0,0
257,9,0,0,0,0,0
257,10,0,0,0,0,0
257,11,0,0,0,50.6,2560.36
257,12,0,0,0,0,0
258,1,1,221.96,4,0,0
258,2,1,279.72,2,0,0
258,3,1,258,3,0,0
258,4,1,310.57,2,0,0
258,5,1,279.34,2,0,0
258,6,1,404.65,2,0,0
258,7,1,287.22,3,0,0
258,8,0,0,0,11.48,131.79
258,9,0,0,0,0,0
258,10,1,114.31,2,39.61,1568.95
258,11,0,0,0,50.55,2555.3
258,12,0,0,0,0,0
259,1,1,178.48,1,0,0
259,2,1,148.57,1,0,0
259,3,1,195.58,1,34.38,1181.98
259,4,0,0,0,0,0
259,5,0,0,0,0,0
259,6,0,0,0,28.01,784.56
259,7,0,0,0,29.82,889.23
259,8,1,99.16,1,17.44,304.15
259,9,0,0,0,0,0
259,10,0,0,0,0,0
259,11,1,89.53,1,0,0
259,12,1,198.51,1,0,0
260,1,1,92.39,1,0,0
260,2,0,0,0,0,0
260,3,0,0,0,0,0
260,4,0,0,0,35.51,1260.96
260,5,0,0,0,0,0
260,6,0,0,0,0,0
260,7,0,0,0,0,0
260,8,0,0,0,0,0
260,9,0,0,0,0,0
260,10,0,0,0,53.51,2863.32
260,11,0,0,0,46.37,2150.18
260,12,0,0,0,23.67,560.27
261,1,1,234.8,1,19.62,384.94
261,2,1,221.99,1,29,841
261,3,1,290.25,1,44.79,2006.14
261,4,1,363.25,2,41.59,1729.73
261,5,1,222.2,1,0,0
261,6,1,215.25,1,0,0
261,7,0,0,0,13.84,191.55
261,8,0,0,0,9.45,89.3
261,9,0,0,0,0,0
261,10,0,0,0,0,0
261,11,0,0,0,56.25,3164.06
261,12,0,0,0,37.24,1386.82
262,1,1,199.63,1,11.74,137.83
262,2,1,146.96,1,50.88,2588.77
262,3,1,172.45,1,60.03,3603.6
262,4,0,0,0,0,0
262,5,0,0,0,13.36,178.49
262,6,0,0,0,0,0
262,7,0,0,0,34.13,1164.86
262,8,0,0,0,0,0
262,9,0,0,0,0,0
262,10,0,0,0,0,0
262,11,0,0,0,0,0
262,12,0,0,0,5.66,32.04
263,1,1,55.61,1,24.67,608.61
263,2,1,165.05,1,0,0
263,3,1,159.19,1,44.62,1990.94
263,4,1,270.94,1,38.16,1456.19
263,5,1,207.63,1,14.77,218.15
263,6,0,0,0,46.62,2173.42
263,7,0,0,0,0,0
263,8,0,0,0,0,0
263,9,1,111.88,1,28.22,796.37
263,10,1,208.95,1,0,0
263,11,1,331.76,2,0,0
263,12,1,407.79,4,0,0
264,1,1,347.7,2,7.27,52.85
264,2,1,216.63,1,0,0
264,3,1,232.8,1,0,0
264,4,1,381.38,2,3.89,15.13
264,5,1,263.55,1,0,0
264,6,1,348.25,1,0,0
264,7,1,266.04,1,21.19,449.02
264,8,1,242.71,1,48.75,2376.56
264,9,1,296.32,1,0,0
264,10,1,453.11,3,0,0
264,11,1,276.74,5,22.02,484.88
264,12,0,0,0,0,0
265,1,1,198.39,4,0,0
265,2,1,185.54,3,0,0
265,3,1,232.85,1,0,0
265,4,1,269.26,4,24.9,620.01
265,5,1,258.58,3,0,0
265,6,1,212.32,1,41.86,1752.26
265,7,0,0,0,57.61,3318.91
265,8,0,0,0,0,0
265,9,0,0,0,0,0
265,10,0,0,0,35.84,1284.51
265,11,0,0,0,0,0
265,12,0,0,0,0,0
266,1,1,130.33,1,35.45,1256.7
266,2,0,0,0,0,0
266,3,0,0,0,0,0
266,4,0,0,0,0,0
266,5,0,0,0,0,0
266,6,0,0,0,7.94,63.04
266,7,0,0,0,0,0
266,8,1,159.33,1,22.8,519.84
266,9,1,226.53,1,32.91,1083.07
266,10,1,242.56,1,34.99,1224.3
266,11,1,232.47,1,0,0
266,12,1,202.2,1,0,0
267,1,1,40.12,1,0,0
267,2,1,181.78,1,31.67,1002.99
267,3,1,220.62,5,37.21,1384.58
267,4,1,148.72,1,55.35,3063.62
267,5,1,187.76,1,0,0
267,6,0,0,0,0,0
267,7,0,0,0,41.04,1684.28
267,8,0,0,0,8.04,64.64
267,9,0,0,0,0,0
267,10,0,0,0,0,0
267,11,0,0,0,9.84,96.83
267,12,0,0,0,0,0
268,1,1,206.55,1,0,0
268,2,1,183.96,1,0,0
268,3,1,178,1,0,0
268,4,1,188.58,1,0,0
268,5,1,333.32,5,29.15,849.72
268,6,1,467.36,4,27.93,780.08
268,7,1,370.48,5,13.2,174.24
268,8,1,162.37,1,50.24,2524.06
268,9,1,151.23,1,0,0
268,10,0,0,0,0,0
268,11,0,0,0,0,0
268,12,0,0,0,0,0
269,1,1,305.2,3,53.85,2899.82
269,2,1,237.23,2,0,0
269,3,1,357.54,3,0,0
269,4,1,278.05,2,51.74,2677.03
269,5,1,196.65,1,20.51,420.66
269,6,1,245.16,1,24.77,613.55
269,7,1,289.71,2,10.18,103.63
269,8,1,358.6,3,51.1,2611.21
269,9,1,319.69,4,0,0
269,10,1,353.79,3,0,0
269,11,1,331.87,5,36.85,1357.92
269,12,1,243.55,1,39.27,1542.13
270,1,1,137.9,1,0,0
270,2,1,143.5,1,0,0
270,3,1,216.63,1,8.68,75.34
270,4,1,354.59,1,28.73,825.41
270,5,1,236.89,1,0,0
270,6,1,318.97,1,0,0
270,7,1,365.2,3,0,0
270,8,1,257.95,1,0,0
270,9,1,333.34,1,0,0
270,10,1,457.45,3,0,0
270,11,1,312.05,4,52.88,2796.29
270,12,1,424.2,2,35.75,1278.06
271,1,1,175.22,1,0,0
271,2,1,262.1,1,20.11,404.41
271,3,1,328.47,2,9.37,87.8
271,4,1,282.11,4,0,0
271,5,1,252.88,2,35.02,1226.4
271,6,1,196.13,1,8.78,77.09
271,7,1,176.84,1,0,0
271,8,1,225.06,1,0,0
271,9,1,297.17,2,50.8,2580.64
271,10,1,277.64,1,35.78,1280.21
271,11,1,200.53,1,34.24,1172.38
271,12,1,226.87,1,10.46,109.41
272,1,1,228.48,1,0,0
272,2,0,0,0,0,0
272,3,0,0,0,0,0
272,4,0,0,0,24.57,603.68
272,5,0,0,0,36.76,1351.3
272,6,0,0,0,25.47,648.72
272,7,0,0,0,32.91,1083.07
272,8,0,0,0,0,0
272,9,0,0,0,0,0
272,10,0,0,0,37.03,1371.22
272,11,0,0,0,47.71,2276.24
272,12,0,0,0,0,0
273,1,1,271.09,1,0,0
273,2,1,245.5,1,0,0
273,3,1,278.99,1,54.46,2965.89
273,4,1,202,1,0,0
273,5,1,184.64,1,0,0
273,6,1,176.36,1,37.08,1374.93
273,7,1,281.71,1,16.91,285.95
273,8,1,212.65,3,22.84,521.67
273,9,1,177.57,1,0,0
273,10,0,0,0,0,0
273,11,0,0,0,0,0
273,12,0,0,0,0,0
274,1,1,171.01,1,41.79,1746.4
274,2,1,170.58,1,0,0
274,3,1,297.89,4,0,0
274,4,1,207.58,2,0,0
274,5,1,278.32,4,11.48,131.79
274,6,1,276.35,2,0,0
274,7,1,379.94,4,0,0
274,8,1,303.03,3,0,0
274,9,1,285.01,1,0,0
274,10,1,421.93,5,21.06,443.52
274,11,1,292.26,2,42.37,1795.22
274,12,1,405.1,2,0,0
275,1,1,183.44,1,20.17,406.83
275,2,0,0,0,0,0
275,3,0,0,0,0,0
275,4,0,0,0,0,0
275,5,0,0,0,6.02,36.24
275,6,0,0,0,0,0
275,7,1,71.38,1,34.56,1194.39
275,8,1,105.55,1,51.4,2641.96
275,9,1,121.1,1,0,0
275,10,0,0,0,54.85,3008.52
275,11,0,0,0,17.2,295.84
275,12,0,0,0,0,0
276,1,1,317.11,1,0,0
276,2,1,302.93,1,0,0
276,3,1,288.66,1,49.45,2445.3
276,4,1,235.34,1,0,0
276,5,1,260.34,2,47.63,2268.62
